bd_id,oper,model
ANV0086A1069A,2200,MAXUM-PLUS
ABU054NO2009A,2200,UTC1000S
AAS096EL1024A,2200,ICONN
ABU084CT2001C,2200,UTC1000S
ABU084CT2001C,2200,UTC2000
AQW024MAA002B,2200,UTC1000S
AQW024MAA002B,2200,UTC2000
AAW024MA6015B,2200,UTC1000S
AAW024MA6015B,2200,UTC2000
AIS048XJ2010A,2200,UTC2000
AIS048XJ2010A,3200,UTC2000
ASS153XT3003A,3200,UTC2000
ASS153XT3003A,3200,UTC5000S
ASS153XT3003A,3200,RAPID
ASS153XT3003A,2200,UTC2000
ASS153XT3003A,2200,UTC3000
AAW048TP1026E,2200,UTC1000S
AAW048TP1026E,2200,UTC2000
ASS153XT3003A,2200,UTC5000S
ASS153XT3003A,2200,RAPID
AAB063NW3007A,2200,UTC1000S
ABU008Y62005A,2200,MAXUM
AHQ0225N1001B,2200,ICONN
ANV153XT9069A,2200,ICONN-PLUS
AAB063NW3008A,2200,UTC2000
AAS084CC2010A,2200,MAXUM-PLUS
AAS084CC2010A,2200,MAXUM
AAS084CC2010A,2200,ICONN
AAS084CC2007A,2200,MAXUM-PLUS
AAS048TP2003A,2200,MAXUM
AAS084CC2007A,2200,MAXUM
AAS084CC2007A,2200,ICONN
AAS084CC9004A,2200,MAXUM
AAB008YD2009A,2200,MAXUM
AAB008YD2009A,2200,RAPID
AHD048MA4002A,2200,UTC2000
AAW016D53004A,2200,UTC2000
AAS048TP2031B,2200,MAXUM
AAS066TS1003B,2200,MAXUM
AAW016D53004A,2200,UTC5000S
AAW016D53004A,2200,MAXUM-PLUS
AAW016D53004A,2200,RAPID
ABU096EF5001A,2200,UTC2000
ABU096EF5001A,3200,UTC2000
ANI010YK3001A,2200,MAXUM
ANI010YK3001A,2200,RAPID
AAS048TG1012A,2200,MAXUM
AAS048TG1012A,2200,ICONN
AAB008YM2027A,2200,MAXUM-PLUS
AAB008YM2027A,2200,MAXUM
AAB008YM2027A,2200,ICONN-PLUS
AAB008YM2027A,2200,RAPID
AAW048TP1041B,2200,UTC3000
AAW048TP1041B,2200,UTC5000S
ABW032YF1002B,2200,MAXUM-PLUS
ABW032YF1002B,2200,MAXUM
AAB008YQ2035B,2200,RAPID
AAB024MAA017A,2200,UTC2000
AAW016D53017A,2200,UTC2000
ANV153XT9074A,2200,RAPID
ANV153XT9085A,2200,RAPID
ALW132NY4049A,2200,UTC1000S
ALW132NY4049A,2200,UTC2000
AAB134N94002A,2200,UTC1000S
ANV0086A1110A,2200,ICONN
AKX048TP2001A,2200,UTC1000S
AKX048TP2001A,2200,UTC2000
AAB024MA6020A,2200,UTC2000
AAB024MA6020A,2200,UTC3000
AAS008YD2044A,2200,MAXUM
AAS008FG1010A,2200,MAXUM-PLUS
AAS008FG1010A,2200,MAXUM
ABU024MAA018A,2200,UTC1000S
AAB063NW3004A,2200,UTC2000
AAB008YQ3023A,2200,MAXUM
ABU024MAA016A,2200,UTC1000S
ABU008YQ2009A,2200,MAXUM
AZA0086A1005A,2200,MAXUM
AEU0086B1011A,3200,RAPID
AEU0086B1011A,2200,ICONN-PLUS
AEU0086B1011A,2200,RAPID
AAS136XZ4001A,2200,ICONN
AAS008YQ2016A,2200,MAXUM
AAS008YQ2016A,2200,ICONN
AAB008YQ2022A,2200,MAXUM-PLUS
AAB008YQ2022A,2200,MAXUM
AQW024MAA004A,2200,UTC1000S
AQW024MAA004A,2200,UTC3000
ACD066TN1013A,2200,UTC2000
ACD066TN1013A,2200,UTC3000
AAS008YM2014A,2200,MAXUM-PLUS
AAS008YM2014A,2200,MAXUM
AAS008YM2012A,2200,MAXUM
ABU048MA7003A,2200,UTC1000S
AAS008Y62014A,2200,MAXUM
AAS153XT9018A,2200,ICONN
AGA054NB1007A,2200,MAXUM
AAW024MA5007A,2200,UTC1000S
AAW024MA5007A,2200,UTC2000
ABU048MA7004A,2200,UTC1000S
BU054MF1002A,2200,UTC1000S
ABU048MA7005A,2200,UTC1000S
AAB024XW3013A,3600,UTC2000
AAW052XY1002A,2200,UTC1000S
AAW052XY1002A,2200,UTC2000
AAB008YQ3026A,2200,MAXUM
ABU200KX1001D,2200,UTC2000
ABU200KX1001D,3200,UTC2000
ABU134N93008A,2200,UTC1000S
ABU024XW3011B,3200,UTC2000
ABU024XW3011B,2200,UTC2000
ABU008YD2001A,2200,MAXUM-PLUS
ABU008YD2001A,2200,MAXUM
ABU008YD2001A,2200,ICONN
AAS096EL4003A,3200,ICONN
AAS096EL4003A,2200,MAXUM
AAS096EL4003A,2200,ICONN
ANV048TR2033A,2200,UTC1000S
ANV048TR2033A,2200,MAXUM-PLUS
ANV153XT3004A,2200,UTC2000
ANV153XT3004A,2200,UTC5000S
ANV153XT3004A,2200,MAXUM-PLUS
ANV153XT3004A,2200,ICONN
ANV153XT3004A,2200,RAPID
AAW024XJ6009A,2200,UTC2000
AAW024XJ6009A,3200,UTC2000
AAB024MAA004A,2200,UTC1000S
AAB024MAA004A,2200,UTC2000
ANV048TR2013A,2200,UTC1000S
ANV048TR2013A,2200,MAXUM-PLUS
ANV048TR2037A,2200,UTC1000S
ANV048TR2053A,2200,UTC1000S
AAB024MAA008A,2200,UTC1000S
ABU024XJ8004A,2200,UTC2000
ABU024XJ8004A,2200,UTC3000
ABU024XJ8004A,3200,UTC3000
ABU024XJ8004A,3400,UTC3000
ABU024XJ8004A,3600,UTC3000
AAW024MA6025A,2200,UTC1000S
AAB008YQ2043A,3200,RAPID
AAB008YQ2043A,2200,RAPID
AAB008YM2019A,2200,MAXUM-PLUS
ABU008YQ2019A,2200,MAXUM
AAB008YM2019A,2200,ICONN
AAB008YM2019A,2200,ICONN-PLUS
AAB008YM2019A,2200,RAPID
AYZ084CC2001A,2200,UTC1000S
AYZ084CC2001A,2200,UTC2000
AYZ084CC2001A,2200,UTC3000
AYZ084CC2001A,2200,MAXUM
ABU168XI2001A,2200,UTC2000
ABU168XI2001A,3200,UTC2000
AAS008YB2005A,2200,MAXUM
AAB008YD2006A,2200,MAXUM
AAS008Y62013A,2200,MAXUM
ATO068YT1001A,2200,RAPID
ANV0086A1076A,2200,RAPID
ANV0086A1065A,2200,MAXUM-PLUS
ANV0086A1065A,2200,RAPID
ATM063KZ1002A,2200,UTC2000
ABW032YB1005B,2200,MAXUM-PLUS
ABW032YB1005B,2200,MAXUM
ATM063KZ1001A,2200,UTC3000
ABU008YQ2006A,2200,MAXUM
ANV0086A1061A,2200,RAPID
AAW008Y62016A,2200,MAXUM-PLUS
AAW008Y62016A,2200,MAXUM
ANV153XT8020A,2200,UTC2000
AAW008Y62016A,2200,ICONN-PLUS
AAW008Y62016A,2200,RAPID
AAB008YM2018A,2200,MAXUM-PLUS
AAB008YM2018A,2200,MAXUM
AAB008YM2018A,2200,ICONN
AAB008YM2018A,2200,ICONN-PLUS
ALW200KK2012A,2200,UTC3000
AAB008YM2018A,2200,RAPID
AAW008YM2004A,2200,MAXUM-PLUS
AAW008YM2004A,2200,MAXUM
AAW008YM2004A,2200,RAPID
AAB024XJ6010A,3200,UTC2000
AAB024XJ6010A,2200,UTC2000
ABU008YM2002A,2200,MAXUM-PLUS
ABU008YM2002A,2200,MAXUM
ACD008DR1033A,2200,UTC3000
ACD008DR1033A,3200,UTC3000
AAB008Y62010A,2200,MAXUM-PLUS
AAB008Y62010A,2200,MAXUM
AAB008Y62010A,2200,ICONN
AAW024MA6018B,2200,UTC1000S
AAW024MA6018B,2200,UTC2000
AAB008Y62010A,2200,ICONN-PLUS
AAB008Y62010A,2200,RAPID
AAS008YQ9002A,2200,MAXUM
ANV0086A1038A,2200,ICONN
ABW072AF1004B,2200,MAXUM
ABU134N93007A,2200,UTC2000
AAB008YQ2032A,2200,MAXUM-PLUS
AAB008YQ2032A,2200,MAXUM
AAB008YQ2032A,2200,RAPID
BU090MV1008A,2200,UTC1000S
BU090MV1008A,2200,UTC2000
ABU008YD2006A,2200,MAXUM-PLUS
ABU008YD2006A,2200,MAXUM
AAB008YQ3028A,2200,MAXUM
AAW024XJ6014A,2200,UTC2000
AAW024XJ6014A,3200,UTC2000
AAW024XJ6014A,3200,UTC3000
ABU048MA7002A,2200,UTC1000S
ABU096EI1001A,2200,UTC2000
ANV0086A1070A,2200,MAXUM-PLUS
ANV0086A1070A,2200,MAXUM
ANV0086A1070A,2200,RAPID
ANV0086A1078A,2200,ICONN-PLUS
ANV0086A1078A,2200,RAPID
ANV048TR2004B,2200,UTC1000S
ANV048TR2004B,2200,MAXUM-PLUS
ANV153XT8010A,2200,ICONN-PLUS
ANV132X2C097A,2200,RAPID
AVE048XZ3007A,2200,UTC2000
AAW008Y62015A,2200,MAXUM-PLUS
AAW008Y62015A,2200,MAXUM
AAW008Y62015A,2200,RAPID
AAS136XZ4003A,3200,ICONN
ABU084XU2001B,2200,UTC2000
ANV153XT9005A,2200,UTC2000
ANV153XT9005A,2200,ICONN
ANV153XT9005A,3200,UTC5000S
ANV153XT9005A,3200,ICONN
AAS078EO1001A,2200,MAXUM
ABU084XU2001B,2200,UTC3000
AAS078EO1001B,2200,MAXUM
ATE084CC2001A,2200,UTC1000S
ATE084CC2001A,2200,UTC2000
ATE084CC2001A,2200,UTC3000
ATE084CC2001A,2200,MAXUM
ATE096EF2001A,2200,UTC2000
ABU084XU2001B,3200,UTC2000
ANV153XT3001A,2200,UTC2000
ANV153XT3001A,2200,MAXUM-PLUS
ANV153XT3001A,2200,RAPID
AMS048TW1036A,2200,UTC2000
AAB008Y62014A,2200,MAXUM-PLUS
AAB008Y62014A,2200,MAXUM
AAB008Y62014A,2200,RAPID
ATR132X2C005A,2200,UTC2000
AHQ0445T2011A,2200,RAPID
ASS153XT3001A,2200,UTC2000
ASS153XT3001A,2200,RAPID
AAW063NW3001B,2200,UTC1000S
AAW063NW3001B,2200,UTC2000
ABU024MA6010A,2200,UTC2000
AQB084CC9001A,2200,UTC1000S
AQB084CC9001A,2200,UTC2000
ABU063NW1003A,2200,UTC1000S
ABU063NW1003A,2200,UTC2000
AAS048TP2037A,2200,MAXUM
ABU024MA6008A,2200,UTC1000S
ABU024MA6008A,2200,UTC2000
ABU096EF2002A,2200,RAPID
ANV132X2C046A,2200,RAPID
AYZ084CC2003A,2200,RAPID
AAW056TH1020A,2200,UTC1000S
ANV132X2C049A,2200,RAPID
AAS136XZ4003A,3400,ICONN
AAS096EL1009B,2200,MAXUM
AAS096EL2001A,2200,MAXUM
AAS096EL2001A,2200,ICONN
AAS096EL2001A,3200,ICONN
ABU200N74005A,2200,UTC2000
ANV132X2C104A,2200,UTC2000
AYU096EL2001A,2200,UTC2000
AAS162KE1008A,2200,MAXUM
ABU096EF2002A,2200,UTC1000S
ABU096EF2002A,2200,UTC2000
ABU096EF2002A,2200,UTC5000S
ANV153XT8008A,2200,ICONN
ANV153XT8008A,2200,ICONN-PLUS
ACD054MF2004A,2200,UTC1000S
ATE066TS1001A,2200,MAXUM
ATR132X2C004A,2200,UTC3000
ACD054MF2004A,2200,UTC2000
ABU024MA6021A,2200,UTC1000S
AAS008FG1035A,2200,MAXUM
AMS048TW1037A,2200,UTC1000S
AGA054NB1008A,2200,UTC1000S
AAW024MA6009A,2200,UTC1000S
AAW024MA6009A,2200,UTC2000
AAW024MA6009A,2200,UTC3000
AAW024MA5005A,2200,UTC1000S
AAW024MA6024A,2200,UTC2000
AAB090MV1001A,2200,UTC1000S
AAB090MV1001A,2200,UTC2000
AAB096EL1012A,2200,UTC1000S
ABU048TP2005A,2200,UTC1000S
ABU036MA2002A,2200,UTC1000S
ABU036MA2002A,2200,UTC2000
ABU048TP2008A,2200,UTC2000
AHD048MA2001A,2200,UTC1000S
AAS066TS1006A,3200,MAXUM
AAS066TS1006A,2200,MAXUM
AMS048TW1057A,2200,UTC1000S
AAS008FG1009A,2200,MAXUM-PLUS
AAS008FG1009A,2200,MAXUM
AMS048TW1057A,2200,UTC2000
AMS048TW1053A,2200,UTC1000S
AMS048TW1058A,2200,UTC1000S
AMS048TW1058A,2200,UTC2000
BU048MA4005B,2200,UTC1000S
AAS008Y62003A,2200,MAXUM
AAS162KE1016A,2200,MAXUM
ABW032YF1012A,2200,MAXUM-PLUS
ABW032YF1012A,2200,MAXUM
ABW032YF1012A,2200,RAPID
ABW036AB1004A,2200,MAXUM-PLUS
ABW036AB1004A,2200,MAXUM
ABW036AB1004A,2200,ICONN
AHQ0225H1001A,2200,UTC3000
AHQ0225H1001A,2200,RAPID
AAB054NB6001A,2200,UTC1000S
AAS008DR2002A,2200,MAXUM
AAS008FG1032A,2200,MAXUM
AAS008FG1037A,3200,MAXUM
AAS008FG1037A,2200,MAXUM
AAW008YQ3004A,2200,ICONN
AAW016D53019A,2200,UTC2000
AAW016D53019A,2200,UTC5000S
AAW016D53019A,2200,RAPID
ABU008Y62007A,2200,MAXUM
AAB024XW3001A,3200,UTC3000
AAB024XW3001A,2200,UTC2000
ABU144C71006A,2200,UTC1000S
AEU048TR2005A,2200,UTC1000S
AEU048TR2005A,2200,UTC2000
AEU252X20001A,3200,RAPID
AEU252X20001A,2200,RAPID
AHQ0223R1001B,2200,ICONN
AHQ0282J2006B,2200,ICONN
AHQ0282J2006B,2200,RAPID
AAB008YQ3013A,3200,MAXUM
AAW024MA6029D,2200,UTC2000
ANV0086A1075A,2200,MAXUM-PLUS
ANV0086A1075A,2200,MAXUM
ANV0086A1075A,2200,RAPID
ANV345XTB016A,3400,UTC3000
ANV345XTB016A,2200,UTC3000
ANV345XTB016A,3200,UTC3000
ANV345XTB029A,3400,UTC3000
ANV345XTB029A,2200,UTC3000
ANV345XTB029A,3200,UTC2000
ANV345XTB029A,3200,UTC3000
AZA0086A1026A,2200,MAXUM
AMS048TW1037A,2200,UTC2000
AAS008YD2031A,2200,MAXUM
ACM008YD4001A,2200,MAXUM
AOK070TB1005A,2200,UTC1000S
AAB008YQ3013A,2200,MAXUM
ANV132X2A023A,2200,RAPID
AMF088Y23001A,2200,RAPID
OK048TV1006B,2200,UTC1000S
ASS153XT9007A,2200,UTC2000
ASS153XT9007A,2200,UTC5000S
ASS153XT9007A,2200,ICONN
AAW048TP1081A,2200,UTC1000S
AAW048TP1081A,2200,UTC2000
ASS153XT9007A,2200,RAPID
ANV153XT3003A,3200,UTC2000
ANV153XT3003A,3200,UTC3000
ANV153XT3003A,2200,UTC2000
ANV153XT3003A,2200,UTC3000
AHQ0415L1003B,2200,ICONN
AHQ0415L1003B,2200,RAPID
ANV132X2C101A,2200,UTC2000
AAB096EL1019A,2200,UTC1000S
AAB096EL1019A,2200,UTC2000
ANV345XTE001A,2200,RAPID
ANV345XTE001A,3200,RAPID
ANV345XTE001A,3400,RAPID
AAB008YQ3012A,2200,RAPID
ANI020YU1001M,2200,ICONN
AAB008YD4004A,2200,MAXUM
ANI010YK2001A,2200,MAXUM
AAB008YQ2041A,2200,MAXUM
AAB008YQ3021A,2200,MAXUM
AAB024XJ6006A,2200,UTC2000
AAB024XW3014A,2200,UTC2000
ABU153XT9002A,2200,ICONN
ABU153XT9002A,2200,ICONN-PLUS
ABU008Y62012A,2200,MAXUM
ABU200N78001A,2200,UTC2000
AGA048MA7001A,2200,MAXUM
AGJ252X02001A,2200,UTC2000
AGJ252X02001A,2200,UTC5000S
AGJ252X02001A,2200,MAXUM
AGJ252X02001A,2200,ICONN
AGJ252X02001A,2200,ICONN-PLUS
AGJ252X02001A,2200,RAPID
AGJ252X02001A,3200,UTC2000
AGJ252X02001A,3200,MAXUM
AGJ252X02001A,3200,ICONN-PLUS
AGJ252X02001A,3200,RAPID
AHQ0345V1001A,3200,ICONN
AHQ0345V1001A,3200,RAPID
AHQ0345V1001A,2200,RAPID
ANV0086A1081A,2200,MAXUM
ANV0086A1106A,2200,RAPID
ANV132X2C022A,3200,RAPID
ANV132X2C022A,2200,UTC2000
ANV132X2C022A,2200,RAPID
ANV153XT9078A,2200,UTC2000
AAS008YD2034A,2200,MAXUM
ANV153XT9078A,2200,RAPID
AAW024MA6034B,2200,UTC2000
AVE054TS1001E,2200,UTC2000
AAS054TS1002A,2200,MAXUM
AAS008FG1018A,2200,MAXUM
AAS048TP2029A,2200,MAXUM
AZA0086A1002A,2200,MAXUM
AZA0086A1002A,2200,ICONN
AYZ066TS1001A,2200,MAXUM
AZA0086A1003A,2200,MAXUM
ANV0086A1027A,2200,MAXUM-PLUS
AZA0086A1006A,2200,MAXUM
ABU096EF2001A,2200,UTC1000S
ABU096EF2001A,2200,UTC2000
AMS048TW1048A,2200,UTC1000S
ACD054MF2001A,2200,UTC1000S
ACD054MF2001A,2200,UTC2000
AMS090NC4003A,2200,UTC1000S
AMS090NC4003A,2200,UTC2000
IS048XJ2006A,3200,UTC1000S
IS048XJ2006A,2200,UTC1000S
AAB096EL1003A,2200,UTC1000S
AAW024XJ6010B,2200,UTC2000
AAW024XJ6010B,2200,UTC3000
AAW024XJ6010B,3200,UTC2000
AAW024XJ6010B,3200,UTC3000
AZA0086A1007A,2200,MAXUM
AAB024MA5012A,2200,UTC1000S
AAB024MA5012A,2200,UTC2000
GA054NB1004A,2200,UTC1000S
AAB060EM2002A,2200,UTC1000S
AAB060EM2002A,2200,UTC2000
ABU064RK1001A,2200,UTC1000S
ABU064RK1001A,2200,UTC2000
AAW048TP1020C,2200,UTC2000
AZA0086A1012A,2200,MAXUM
AZA0086A1013A,2200,MAXUM
ABU084CC2003B,2200,UTC1000S
ABU084CC2003B,2200,UTC2000
AAW064MR1007A,2200,UTC1000S
AHQ0282L3003A,2200,ICONN
AAS162KE1001A,2200,MAXUM
AAW064MR1007A,2200,UTC2000
AAB008YQ3002A,2200,MAXUM
ABU048TP2006A,2200,UTC1000S
ABU048TP2006A,2200,UTC2000
AZA0086A1016A,2200,MAXUM
AMS060NR1003A,2200,UTC1000S
ACD066TN1002A,2200,UTC1000S
ACD066TN1002A,2200,UTC2000
AUL054TN1008A,2200,UTC1000S
AAS096EL1016A,2200,MAXUM-PLUS
AAS096EL1016A,2200,MAXUM
AAS096EL1016A,2200,ICONN
AIS048TG1006A,2200,UTC1000S
AIS048TG1006A,2200,UTC2000
ABU096EF2001A,2200,UTC5000S
ANV153XT8006A,2200,ICONN
ABU048TP2010A,2200,UTC1000S
AAB048TW2010A,2200,UTC1000S
AAB048TW2010A,2200,UTC2000
AGJ132X25001A,2200,UTC2000
AGJ132X25001A,2200,UTC3000
ABU008YQ2015A,3200,MAXUM
ABU008YQ2015A,2200,MAXUM
AAS008YQ2002B,2200,MAXUM
AAS008YQ2002B,2200,ICONN
ABU008YQ2005A,2200,MAXUM
ANV132X2C060A,2200,RAPID
AMS078EN1002A,2200,UTC1000S
AMS078EN1002A,2200,UTC2000
AMS078EN1002A,2200,MAXUM-PLUS
AMS078EN1002A,2200,ICONN
AAB096EL1003A,2200,UTC2000
AAB008YM2025A,2200,MAXUM-PLUS
AAB008YM2025A,2200,MAXUM
AAB008YM2025A,2200,ICONN-PLUS
AAB008YM2025A,2200,RAPID
AAW024XJ6012A,2200,UTC2000
AAW024XJ6012A,2200,UTC3000
AAW024XJ6012A,3200,UTC2000
AAW024XJ6012A,3200,UTC3000
AAS008FG1025A,2200,MAXUM
AEU048TR2003A,2200,UTC1000S
AEU048TR2003A,2200,UTC2000
AAW008Y62026A,2200,ICONN
AAB048TW2006A,2200,UTC1000S
AAB048TW2006A,2200,UTC2000
AAB048TW2006A,2200,UTC5000S
AAB048TW2006A,2200,MAXUM-PLUS
AHQ0442J4004A,2200,ICONN
AHQ0442J4004A,3200,ICONN
AAS090NC4001A,2200,MAXUM
ANV048TR2008B,2200,UTC2000
AAB008YQ3001A,2200,MAXUM
ANV048TR2042A,2200,UTC1000S
ANI020YU1005C,2200,ICONN
ANI020YU1005C,2200,ICONN-PLUS
ANI020YU1005C,2200,RAPID
AAW008Y62024A,2200,RAPID
BU165ML3002C,2200,UTC1000S
AAW024XJ4017A,3400,UTC2000
AAW024XJ4017A,3200,UTC2000
ARK078EP1001B,2200,UTC1000S
ARK078EP1001B,2200,UTC3000
ARK078EP1001B,2200,UTC5000S
ARK078EP1001B,2200,MAXUM-PLUS
ARK078EP1001B,2200,MAXUM
ARK078EP1001B,2200,ICONN
ARK078EP1001B,2200,ICONN-PLUS
ARK078EP1001B,2200,RAPID
ABU048TP2019B,2200,UTC1000S
AAS067KQ1001A,2200,ICONN
ABU024MA5002A,2200,UTC1000S
ABU024MA5002A,2200,UTC2000
AGJ252X20003A,2200,ICONN
AGJ252X20003A,2200,ICONN-PLUS
AGJ252X20003A,2200,RAPID
AGJ252X20003A,3200,ICONN
AGJ252X20003A,3200,ICONN-PLUS
AGJ252X20003A,3200,RAPID
AMS078EP1001A,2200,UTC1000S
AMS078EP1001A,2200,UTC2000
AMS078EP1001A,2200,UTC3000
AMS078EP1001A,2200,UTC5000S
AMS078EP1001A,2200,MAXUM-PLUS
AMS078EP1001A,2200,MAXUM
AMS078EP1001A,2200,ICONN
AMS078EP1001A,2200,ICONN-PLUS
AMS078EP1001A,2200,RAPID
ANV132X2C057A,2200,UTC2000
ANV132X2C057A,2200,UTC5000S
ANV132X2C057A,2200,RAPID
ANV153XT9080A,2200,RAPID
ANV132X2B034A,3200,UTC3000
ANV169XN6002A,2200,MAXUM
ANV169XN6002A,2200,ICONN
ANV169XN6002A,3400,MAXUM
ANV169XN6002A,3400,ICONN
ANV169XN6002A,3200,ICONN
AQH072AF1002A,2200,MAXUM-PLUS
AQH072AF1002A,2200,MAXUM
AAB096EF3001A,2200,UTC1000S
ACD084CC2004B,2200,UTC1000S
ACD084CC2004B,2200,UTC2000
AGA064MR1002A,2200,UTC2000
AMS078C93001B,2200,UTC1000S
AMS078C93001B,2200,UTC2000
AMS078C93001B,2200,UTC3000
AMS078C93001B,2200,UTC5000S
AAW024MA6008A,2200,UTC1000S
AAW024MA6008A,2200,UTC2000
AMS078C93001B,2200,MAXUM-PLUS
AMS078C93001B,2200,MAXUM
AMS078C93001B,2200,ICONN
AMS078C93001B,2200,ICONN-PLUS
AMS078C93001B,2200,RAPID
ANV345XTC011A,2200,UTC3000
ANV345XTC011A,3200,UTC3000
AAS008YQ2001B,2200,MAXUM
AAS008YQ2001B,2200,ICONN
AAS084CC2011A,2200,MAXUM-PLUS
AAS084CC2011A,2200,MAXUM
AAW048TP1008B,2200,UTC2000
AAW048TP1008B,2200,UTC3000
AAW048TP1008B,2200,UTC5000S
AAW048TP1008B,2200,MAXUM
ANV132X2C037A,2200,RAPID
AAB178NN2001A,2200,UTC1000S
ANV345XTB023B,3400,UTC3000
ANV345XTB023B,2200,UTC3000
ANV345XTB023B,3200,UTC3000
AHQ0442J4008A,2200,RAPID
AMS048TW1060A,2200,UTC1000S
ANV153XT9107A,2200,RAPID
AAB008YQ3019A,3200,MAXUM
AAB008YQ3019A,2200,MAXUM
ANI010YK2001A,2200,RAPID
AHQ0442J3003A,3200,ICONN-PLUS
AHQ0442J3003A,3200,RAPID
AHQ0442J3003A,2200,ICONN
AHQ0442J3003A,2200,RAPID
ABU153XT9017A,2200,UTC2000
AAW008Y62014A,2200,MAXUM-PLUS
AAW008Y62014A,2200,MAXUM
AAW008Y62014A,2200,RAPID
AOK016D53002A,2200,UTC2000
AOK016D53002A,2200,MAXUM-PLUS
ANV345XTA010A,4200,RAPID
ABU024XJ6003A,2200,UTC2000
ABU024XJ6003A,2200,UTC3000
ABU024XJ6003A,3200,UTC3000
