bd_id,oper,model
AHQ0442J4007A,2200,RAPID
ABU126CT2001B,2200,UTC1000S
ABU126CT2001B,2200,UTC2000
AAB008YM2023A,2200,MAXUM-PLUS
AAB008YM2023A,2200,MAXUM
AAB008YM2023A,2200,ICONN-PLUS
AAB008YM2023A,2200,RAPID
AAB008YQ3004A,2200,MAXUM
AZA0086A1032A,2200,MAXUM
ANV132X2B034A,2200,RAPID
AMS096EC1002A,2200,UTC1000S
AMS096EC1002A,2200,UTC2000
AAB054TN1004A,2200,UTC1000S
AAB054TN1004A,2200,UTC2000
AAB054TN1004A,2200,MAXUM-BASE
AAB054TN1004A,2200,MAXUM-PLUS
AAB054TN1004A,2200,MAXUM
AAB054TN1004A,2200,RAPID
AMS096EC1002A,2200,UTC3000
AMS096EC1002A,2200,UTC5000S
AMS096EC1002A,2200,MAXUM-PLUS
AMS096EC1002A,2200,MAXUM
AMS096EC1002A,2200,ICONN
AMS096EC1002A,2200,ICONN-PLUS
AMS096EC1002A,2200,RAPID
AMS096EC1002A,2200,UTC1000S
AMS096EC1002A,2200,UTC2000
AMS096EC1002A,2200,UTC3000
AMS096EC1002A,2200,MAXUM-PLUS
AMS096EC1002A,2200,MAXUM
AMS096EC1002A,2200,ICONN
AMS096EC3001B,2200,UTC1000S
AMS096EC3001B,2200,UTC2000
AMS096EC3001B,2200,UTC3000
AMS096EC3001B,2200,UTC5000S
AMS096EC3001B,2200,MAXUM-PLUS
AMS096EC3001B,2200,MAXUM
AOK048TV1004A,2200,UTC1000S
AMS096EC3001B,2200,ICONN
AMS096EC3001B,2200,ICONN-PLUS
AMS096EC3001B,2200,RAPID
AVE008YD2001A,2200,MAXUM
ANV345XTA010A,3600,RAPID
ANV345XTA010A,3400,RAPID
ANV345XTA010A,3200,RAPID
AAS048TP2033A,2200,MAXUM
ANV345XTA010A,2200,UTC5000S
ANV048TR2009A,2200,UTC1000S
ANV048TR2009A,2200,UTC2000
ANV048TR2009A,2200,MAXUM-PLUS
AHQ0442J4008A,3200,RAPID
ANV345XTG002A,2200,UTC3000
ANV345XTG002A,2200,UTC5000S
ANV345XTG002A,3200,UTC3000
ANV345XTG002A,3200,UTC5000S
ANV345XTG002A,3400,UTC3000
AQW090MV1016A,2200,UTC1000S
AYZ084CC2004A,2200,UTC1000S
ALW078C93001A,2200,UTC2000
ALW078C93001A,2200,UTC3000
ALW078C93001A,2200,MAXUM-PLUS
ALW078C93001A,2200,MAXUM
ALW078C93001A,2200,ICONN
ANV048TR2070A,2200,UTC1000S
AAW162KE1002A,2200,ICONN
AAW162KE1002A,2200,RAPID
AAB084CC9002A,2200,UTC1000S
AMS078EN1006A,2200,UTC1000S
AMS078EN1006A,2200,UTC2000
AMS078EN1006A,2200,MAXUM
AMS078EN1006A,2200,RAPID
AAS008YQ3008A,2200,MAXUM
ACR137M82001B,2200,UTC1000S
ABW056AD1004B,2200,MAXUM-PLUS
AAW024XJ4017A,2200,UTC2000
ALW096EF2001A,2200,UTC1000S
ALW096EF2001A,2200,UTC2000
AHQ0442J3006A,2200,ICONN
AHQ0442J3006A,2200,RAPID
AHQ0442J3006A,3200,ICONN-PLUS
AHQ0442J3006A,3200,RAPID
ACS054TN1004A,2200,UTC1000S
AMS048TW1007A,2200,UTC2000
AHQ0442J3005A,3200,RAPID
AHQ0442J3005A,2200,RAPID
AYZ096EI1002A,2200,UTC1000S
AYZ096EI1002A,2200,UTC2000
AAB008YM2036A,2200,MAXUM-PLUS
AAB008YM2036A,2200,MAXUM
AAB008YM2036A,2200,RAPID
AMS048TW1034A,2200,UTC1000S
AAB162KE1006A,2200,UTC2000
AAB162KE1006A,2200,RAPID
AAB162KE1006A,3200,UTC2000
AAB162KE1006A,3200,UTC3000
AAB162KE1006A,3200,UTC5000S
AAB162KE1006A,3200,RAPID
AAB162KE1002A,2200,UTC1000S
AAB162KE1002A,2200,UTC2000
AAB162KE1002A,2200,UTC3000
AAB162KE1002A,2200,UTC5000S
AMS048TW1059A,2200,UTC2000
AUL086TA1005A,2200,UTC1000S
ACD084CC2003A,2200,UTC1000S
ACD084CC2003A,2200,UTC2000
ACD084CC2003A,2200,UTC3000
ACD084CC2003A,2200,MAXUM-PLUS
ACD084CC2003A,2200,MAXUM
AAW024XJ6008B,3200,UTC2000
AAW024XJ6008B,2200,UTC2000
ANV132X2C117A,2200,UTC2000
AMS048TW1065A,2200,UTC1000S
ABU144C71003A,2200,UTC1000S
ANV132X2A024A,2200,UTC2000
AYZ084CC2004A,2200,UTC2000
AAB024MA6021A,2200,UTC1000S
AAB024MA6021A,2200,UTC2000
AAB066TN1001A,2200,UTC2000
AAB066TN1001A,2200,MAXUM-PLUS
ABU008YM2009A,2200,MAXUM
AAB008YQ2033A,3200,MAXUM
AAB008YQ2033A,2200,MAXUM
ACD084CC2002A,2200,UTC1000S
ACD084CC2002A,2200,UTC2000
ACD084CC2002A,2200,UTC3000
ACD084CC2002A,2200,MAXUM
AAB060NR2002A,2200,UTC1000S
AAB024MA6028A,2200,UTC2000
AAS008YQ2023B,2200,MAXUM
AAB008Y62012A,2200,MAXUM-PLUS
AAB008YD4001A,2200,MAXUM
AAB008YB2011A,2200,MAXUM
AAS063NW1006A,2200,MAXUM
ACM008YQ2002A,3200,ICONN
AAW024MA5009A,2200,UTC1000S
ABW048AC1011A,2200,MAXUM-PLUS
ABW048AC1011A,2200,MAXUM
AAW008YM2007A,2200,MAXUM
ACD054TA1007A,2200,UTC1000S
ACM008YQ2002A,2200,ICONN
ABW048AC1003A,2200,MAXUM-PLUS
ABW048AC1003A,2200,MAXUM
ACD054TA1007A,2200,UTC2000
AAB008YB2006A,2200,MAXUM
AYT0086A1002A,2200,MAXUM-PLUS
AYT0086A1001A,2200,ICONN
ACD054TA1007A,2200,UTC3000
ACD054TA1007A,2200,UTC5000S
ACD054TA1007A,2200,MAXUM
AMS048TW1056A,2200,UTC2000
AAB008YD4002A,2200,RAPID
AAS008Y62009A,2200,MAXUM
AAS008Y62009A,2200,ICONN
AMS048TW1046A,2200,UTC1000S
AMS048TW1047A,2200,UTC1000S
AMS048TW1066A,2200,UTC1000S
AOK086TA1001A,2200,UTC3000
TDABU165MC3079A-A,2200,UTC1000S
TDABU165MC3079A-A,2200,UTC2000
AMS048TW1072A,2200,UTC1000S
AMS048TX1001A,2200,UTC1000S
AAB090NY3002A,2200,UTC2000
AAS048TP2038A,2200,MAXUM
ABW064AE1009A,2200,MAXUM
ABU008YQ2007A,2200,MAXUM
TDABU165MC3089A-A,2200,UTC1000S
TDABU165MC3089A-A,2200,UTC2000
AIR048TG2004A,2200,UTC1000S
ANV132X2C002A,2200,UTC2000
AAS008FG1024A,2200,MAXUM
AAS008FG1024A,2200,ICONN
AIR056TH2003A,2200,UTC1000S
ALW048TW1027A,2200,UTC2000
AIR048TG2001A,2200,UTC1000S
AIR048TG2002A,2200,UTC1000S
AMS063NW1006A,2200,UTC1000S
AMS063NW1006A,2200,UTC2000
AAS084CC2003A,2200,UTC2000
AAS084CC2003A,2200,UTC3000
AAW048TP1012D,2200,UTC2000
AAW052XY1001A,2200,UTC1000S
AAW052XY1001A,2200,UTC2000
ABU084CC2003A,2200,UTC1000S
ABU084CC2003A,2200,UTC2000
AOK048TV1024A,2200,UTC1000S
AOK048TV1024A,2200,UTC2000
AIR056TH2005A,2200,UTC1000S
AOK056TH1006A,2200,UTC1000S
AIR048TG2005A,2200,UTC1000S
ACD054TA1008A,2200,UTC1000S
ACD054TA1008A,2200,UTC2000
ALW048TW1024A,2200,UTC1000S
ALW048TW1024A,2200,UTC2000
ALW048TW1026A,2200,UTC1000S
ALW048TW1026A,2200,UTC2000
ABW064AE1005A,2200,MAXUM
AMS048TW1014A,2200,UTC1000S
AMS048TW1014A,2200,UTC2000
AMS048TW1015A,2200,UTC1000S
AMS048TW1015A,2200,UTC2000
AAB008YM2004B,2200,MAXUM
ANI016YU1011A,2200,MAXUM
ABW032YF1001A,2200,MAXUM
AIR048TG2006A,2200,UTC1000S
AIR048TG2006A,2200,UTC2000
AMS048TW1023A,2200,UTC1000S
AMS048TW1023A,2200,UTC2000
TDAAB130X72005A-B,2200,UTC1000S
TDAQR024XJ7001A-A,2200,UTC1000S
AAB130X72001A,2200,UTC1000S
ANI010YK1005A,2200,MAXUM
ANI012Y11002A,2200,MAXUM
AQH040ZA1002A,2200,UTC2000
ACD054TA1005B,2200,UTC1000S
ACD054TA1005B,2200,UTC2000
ANI020YU1002A,2200,ICONN
AOK048TV1001A,2200,UTC2000
ALW048TW1046A,2200,UTC1000S
ALW048TW1046A,2200,UTC2000
AAB130X72001A,2200,UTC1000S
AAB130X72001A,2200,UTC2000
AW056TH1004D,2200,UTC1000S
AIR056TH2004A,2200,UTC1000S
AOI176MQ1001A,2200,MAXUM
TDAAS084CC2033A-A,2200,MAXUM
AAS066TS1004A,2200,MAXUM
TDABW048AC1027A-A,2200,MAXUM
TDAAY100NZ3001A-A,2200,UTC2000
TDAAB008YB1012A-A,2200,MAXUM
TDAHQ028DX1001A-B,2200,UTC3000
TDAHQ028DX1002A-A,2200,UTC3000
TDABW064AE1032A-B,2200,MAXUM
TDAAB107XK3001A-A,2200,UTC3000
TDANK048TW1006A-A,2200,UTC2000
ABU084CC2001B,2200,UTC2000
AQB054TA1001A,2200,MAXUM
AQB054TA1001A,2200,ICONN
TDABW064AE1033A-A,2200,MAXUM
TDAHQ024DY1001A-A,2200,UTC3000
TDABW048AC1030A-C,2200,MAXUM
TDAAB008Y62006A-A,2200,MAXUM
TDANI016YU1061A-A,2200,MAXUM
TDAAB008YM2014A-A,2200,MAXUM
TDAAB024MA5024A-A,2200,UTC1000S
TDAAB024MA5024A-A,2200,UTC2000
TDAAB024MA6016A-A,2200,UTC1000S
TDAAB024MA6016A-A,2200,UTC2000
TDAAB107XK3002A-A,2200,UTC3000
AMS060C33002A,2200,UTC1000S
AMS060C33002A,2200,UTC2000
AMS060C33002A,2200,UTC3000
AMS078CX4002A,2200,UTC1000S
AMS078CX4002A,2200,UTC2000
AIR048TG2003A,2200,UTC1000S
AAW024XJ6005B,2200,UTC1000S
AAW024XJ6005B,2200,UTC2000
AAW024XJ6005B,3200,UTC1000S
AAW024XJ6005B,3200,UTC2000
TDARF026YI1002A-A,2200,MAXUM
NI008YK1016A,2200,MAXUM
NI068AD1002B,2200,MAXUM
ANI010YK1006A,2200,MAXUM
AOK056TH1002B,2200,UTC1000S
AOK056TH1002B,2200,UTC2000
AAY081NQ3001A,2200,UTC2000
ABU090MV1008A,2200,UTC1000S
ABU090MV1008A,2200,UTC2000
AAB130X72004A,2200,UTC2000
AAW024XJ6004A,2200,UTC2000
AAW024XJ6004A,3200,UTC2000
AGJ272KA1001A,3600,UTC3000
AGJ272KA1001A,2200,UTC3000
AGJ272KA1001A,3200,UTC3000
AGJ272KA1001A,3400,UTC3000
AGJ272KA2001A,2200,UTC2000
AGJ272KA2001A,3200,UTC2000
ALW060C33003A,2200,UTC1000S
MS054NO3002A,2200,UTC2000
ARF018YI1001A,2200,MAXUM
ARF032YI1001A,2200,MAXUM
AQR024MA5004B,2200,UTC1000S
GA054NB1003B,2200,UTC1000S
GA054NB1003B,2200,UTC2000
MS048NO3004B,2200,UTC2000
AAY100NZ3001A,2200,UTC2000
AOK056TH1008A,2200,UTC1000S
AAW056TH1010A,2200,UTC1000S
AAW056TH1010A,2200,UTC2000
AOK054TA1003A,2200,UTC3000
NK064MR3002A,2200,UTC1000S
AQBCC9W001_A,2200,UTC2000
ANI012Y11002A,2200,MAXUM
AS060CD3005C,2200,UTC1000S
AMS063NW1006B,2200,UTC1000S
AMS063NW1006B,2200,UTC2000
BU060MV1003C,2200,UTC1000S
AOI176MQ1002A,2200,MAXUM
AB084CC2005A,2200,MAXUM-PLUS
AB084CC2005A,2200,MAXUM
BU090NC1002C,2200,UTC1000S
AS063NW1002A,2200,MAXUM
AB084CC2004A,2200,MAXUM-PLUS
AB084CC2004A,2200,MAXUM-BASE
AB084CC2004A,2200,MAXUM
ALW048TW1025A,2200,UTC1000S
ALW048TW1025A,2200,UTC2000
AISXJ2W006_A,2200,UTC1000S
AISXJ2W006_A,3200,UTC1000S
NK064MR3001B,2200,UTC1000S
AS054C81001D,2200,UTC3000
ALW060C33004A,2200,UTC2000
AAW048TP1015A,2200,UTC1000S
AQB066TS1001A,2200,MAXUM
AAW130X72003A,2200,UTC2000
AAS063NW1004A,2200,MAXUM
AAS008DR1001B,2200,MAXUM
AQB054TS1001A,2200,MAXUM
TDABU165ML4041A-A,2200,UTC1000S
TDANI016YU1070A-A,2200,MAXUM
AAS063NW1001A,2200,MAXUM
AMS078EG1002A,2200,UTC1000S
AMS078EG1002A,2200,UTC2000
ALW048TW1043A,2200,UTC1000S
ALW048TW1043A,2200,UTC2000
TDAHQ026D91006A-A,2200,UTC3000
AW044TU1015E,2200,UTC1000S
DYCC2W002,2200,UTC2000
AQP056TH1003A,2200,UTC3000
ACD066TN1003B,2200,UTC2000
ACD066TN1003B,2200,MAXUM
AAS063NW1005A,2200,MAXUM
OK048TV1020A,2200,UTC1000S
OK048TV1020A,2200,UTC2000
TDAAB162KE1006A-A,2200,UTC2000
OS090MV1002A,2200,UTC1000S
AS048NA2004B,2200,UTC1000S
AAB130X72005A,2200,UTC2000
TDAHQ022D96019A-A,2200,UTC3000
AMS078C62003A,2200,UTC2000
AMS078C62003A,2200,UTC3000
MS084CC2001A,2200,UTC1000S
MS084CC2001A,2200,UTC2000
MS084CC2001A,2200,UTC3000
AAS066TS1002A,2200,MAXUM
AAS084CC2005C,2200,MAXUM
BU165ML3010B,2200,UTC1000S
AOK040TB1008B,2200,UTC1000S
AMS096EE2002A,2200,UTC2000
AMS096EE2002A,2200,UTC3000
IS048MA2008A,2200,UTC2000
OI072AF1034A,2200,MAXUM
AHQ022D96001A,2200,UTC3000
AHQ022D96003A,2200,UTC3000
BU054NO2003A,2200,UTC1000S
AAB054NO2001A,2200,UTC1000S
ACD066TN1001A,2200,UTC1000S
ACD066TN1001A,2200,UTC2000
ACD054TA1005B,2200,UTC1000S
ACD054TA1005B,2200,UTC2000
TDABU054TN1001A-A,2200,UTC2000
TDAAB008YQ2039A-A,2200,MAXUM
ACD066TA1006A,2200,UTC1000S
ACD066TA1006A,2200,UTC2000
ALP119CF5007B,2200,UTC2000
ALP119CF5007B,3200,UTC2000
ALP119CF5006A,2200,UTC2000
ALP119CF5006A,3200,UTC2000
AAS064MR3002A,2200,UTC2000
AMS096EI1001A,2200,UTC1000S
AMS096EI1001A,2200,UTC2000
AMS096EI1001A,2200,UTC3000
AAB056MT1001A,2200,UTC1000S
AAB056MT1001A,2200,UTC2000
ACD084CC2001A,2200,UTC1000S
ACD084CC2001A,2200,MAXUM
AW024MA6002A,2200,UTC1000S
AAS056TH1003A,2200,UTC2000
AOK048TV1025A,2200,UTC2000
AOU054TN1001A,2200,UTC1000S
AIS048MA9002A,2200,UTC1000S
AAS056TH1001A,2200,UTC2000
OJ400M34001A,2200,UTC2000
AS054NB1002F,2200,UTC1000S
CU048MA2007B,2200,UTC1000S
AOK048TV1023A,2200,UTC1000S
TDAAB008YD2003A-A,2200,MAXUM
AAW008YM1008A,2200,MAXUM
TDAHQ0282J2002A-A,2200,ICONN
AAB048MA3002A,2200,UTC1000S
AMS048TW1055A,2200,UTC1000S
AAB056MT1002A,2200,UTC1000S
AAB024XJ6002A,2200,UTC2000
AAB024XJ6002A,3200,UTC2000
BW036AB1001A,2200,MAXUM
AAB024XJ7002A,2200,UTC2000
AAB024XJ7002A,3200,UTC2000
TDAQB066TN1026A-A,2200,MAXUM
BW048LF1014A,2200,UTC2000
ADY066TN1001A,2200,UTC2000
AAB024XJ6003A,2200,UTC2000
AAB024XJ6003A,3200,UTC2000
AAW024XJ6015B,2200,UTC2000
AAW024XJ6015B,3200,UTC2000
AAB024XJ6001A,2200,UTC2000
AAB024XJ6001A,3200,UTC2000
AOK048TV1010A,2200,UTC1000S
ACD066TN1004A,2200,UTC1000S
ACD066TN1004A,2200,UTC2000
AAB048TW1002A,2200,UTC1000S
AAB048TW1002A,2200,UTC2000
GA090NC1001B,2200,UTC1000S
AW048TP1006D,2200,UTC1000S
AW048TP1006D,2200,UTC2000
AOK048TV1027C,2200,UTC1000S
AOK048TV1027C,2200,UTC2000
AUL086TA1001A,2200,UTC2000
AAW048TP1033A,2200,UTC2000
AAB066TA1006A,2200,UTC1000S
AAB066TA1006A,2200,UTC2000
AOU054TA1004A,2200,UTC2000
ACD066TA1008B,2200,UTC1000S
ACD066TA1008B,2200,UTC2000
ACD066TA1008B,2200,UTC3000
ACD066TN1004A,2200,UTC1000S
ACD066TN1004A,2200,UTC2000
AB054TA1006A,2200,UTC1000S
ABU066TN1001A,2200,UTC1000S
AB066TA1005A,2200,UTC1000S
AB066TA1005A,2200,UTC2000
AB066TA1005A,2200,UTC3000
ABW048LF1017A,2200,UTC2000
AAB048TG2002A,2200,UTC2000
AAW048TP1031A,2200,UTC2000
AAW048TP1035B,2200,UTC2000
ACS054TS1002A,2200,UTC1000S
ACS054TS1002A,2200,UTC2000
AAB056TH2001A,2200,UTC1000S
AAB056TH2005A,2200,UTC1000S
AAB054TN1006A,2200,UTC2000
AOU066TA1004A,2200,UTC1000S
AOU066TA1004A,2200,UTC2000
AOU066TA1004A,2200,MAXUM
AAS096EL1004A,2200,MAXUM
AAW024XJ6016A,2200,UTC2000
AAW024XJ6016A,3200,UTC2000
AAB008YM2011A,2200,MAXUM
AAS084CC2008A,2200,MAXUM
ABW032YB1004B,2200,MAXUM-PLUS
ABW032YB1004B,2200,MAXUM
AB054TA1004A,2200,UTC1000S
AB054TA1004A,2200,UTC2000
AAB048TW2003A,2200,UTC2000
AAB048TW2004A,2200,UTC1000S
AAB048TW2004A,2200,UTC2000
AAW008YM1008B,2200,MAXUM
ABU090XE3001A,2200,UTC2000
ABU090XE3001A,3200,UTC2000
AAB008Y62001D,2200,MAXUM
ABW028YB1001A,2200,MAXUM-PLUS
ABW028YB1001A,2200,MAXUM
AUL054TN1002A,2200,UTC2000
AAS024MA5004A,2200,MAXUM
AAS024MA5004A,2200,ICONN
AAW008YM1007A,2200,MAXUM-PLUS
AAW008YM1007A,2200,MAXUM
AAW064MR1014A,2200,UTC1000S
AAS064MR3001A,2200,UTC1000S
ABU054NO2002A,2200,UTC1000S
AGA008YM2002A,2200,MAXUM
AGA008YM2002A,2200,ICONN
AAS008DR1005A,2200,MAXUM
ANI012Y11002C,2200,MAXUM-PLUS
ANI012Y11002C,2200,MAXUM
ANI020YU1004B,2200,ICONN
AOI064AE2001A,2200,MAXUM
NI008YK1005B,2200,MAXUM
AAS067N51007A,2200,MAXUM
ANI010YK1002A,2200,MAXUM
ANI008YK1006A,2200,MAXUM
AOK056TH1007A,2200,UTC1000S
AOU066TN1004A,2200,UTC1000S
AOU066TN1004A,2200,MAXUM-PLUS
AOU066TN1004A,2200,MAXUM
AIS048TG1005A,2200,UTC1000S
TDAAS008YQ2026A-A,2200,ICONN
NI010YK1002A,2200,MAXUM
AAW008YM1009B,2200,MAXUM-PLUS
AAW008YM1009B,2200,MAXUM
AAW008YM1009B,2200,ICONN
OI072AF1060A,2200,MAXUM
AB054TA1005A,2200,UTC1000S
AAW024MA6030A,2200,UTC2000
ACD054TA1003A,2200,UTC1000S
ACD054TA1003A,2200,UTC2000
ACD054TA1003A,2200,UTC3000
AOI064AE2002A,2200,MAXUM
AAB008Y62003A,2200,MAXUM
ANI016YU1013E,2200,MAXUM
AIJ048TP1001A,2200,UTC2000
AB066TA1002A,2200,UTC1000S
AB066TA1002A,2200,UTC2000
AB066TA1002A,2200,UTC3000
AAB066TN1002A,2200,UTC2000
AAB008Y62004B,2200,MAXUM-PLUS
AAB008Y62004B,2200,MAXUM
AAB048TW2007A,2200,UTC1000S
AAB048TW2008A,2200,UTC2000
GA048MA2012A,2200,UTC1000S
GA048MA2012A,2200,UTC2000
AAB008Y62009A,2200,MAXUM-PLUS
AAB008Y62009A,2200,MAXUM
AAB008YM2007A,2200,MAXUM-BASE
AAB008YM2007A,2200,MAXUM-PLUS
AAB008YM2007A,2200,MAXUM
AOI064AE1066A,2200,MAXUM
NI008YK1013A,2200,MAXUM
AAW008YM1006A,2200,MAXUM-BASE
AAW008YM1006A,2200,MAXUM-PLUS
AAW008YM1006A,2200,MAXUM
AAS063NW1011A,2200,MAXUM
AAS063NW1023A,2200,MAXUM
AAS063NW1027A,2200,MAXUM
AAB054TS1001A,2200,UTC1000S
AAB054TS1001A,2200,UTC2000
AHQ0282J2002A,2200,ICONN
GA048MA2008A,2200,UTC1000S
ALP119CF5003B,2200,UTC2000
ALP119CF5003B,3200,UTC2000
AHQ030DE1001A,2200,UTC3000
ABU144C71002A,2200,UTC1000S
ABU144C71002A,2200,UTC3000
AAB056TH2002A,2200,UTC1000S
AAB056TH2002A,2200,UTC2000
ABU066TN1002A,2200,UTC1000S
AAB008YQ2006A,2200,MAXUM-PLUS
AAB008YQ2006A,2200,MAXUM
AAS096EI2003A,2200,MAXUM
AAS063NW1015A,2200,MAXUM
AAW052XY1001B,2200,UTC1000S
AAW052XY1001B,2200,UTC2000
AOU054TA1005A,2200,UTC1000S
AOU054TA1005A,2200,UTC2000
AOU054TA1005A,2200,MAXUM
AAB056TH2004A,2200,UTC1000S
AAB056TH2004A,2200,UTC2000
AAB096EF2001A,2200,UTC1000S
AAB096EF2001A,2200,UTC2000
AAB096EF2001A,2200,UTC3000
AOU066TN1008A,2200,UTC1000S
AOU066TN1008A,2200,UTC2000
AOU066TN1008A,2200,MAXUM
AHQ0282J2001A,2200,ICONN
AB084CC2001A,2200,MAXUM-PLUS
AB084CC2001A,2200,MAXUM
AAB162KE1004A,2200,UTC2000
AOK044TB1001A,2200,UTC1000S
ABU165MC3018A,2200,UTC1000S
ABU165MC3018A,2200,UTC2000
AAW024MA5011B,2200,UTC1000S
AAW024MA6013C,2200,UTC1000S
AW064MZ3009E,2200,UTC1000S
AAW064MR1010A,2200,UTC1000S
AAW064MR1010A,2200,UTC2000
AAW064MR3014A,2200,UTC2000
AAB084CC2006A,2200,UTC1000S
AAB084CC2006A,2200,UTC2000
AAB084CC2006A,2200,MAXUM
AOU084CC2002B,2200,UTC1000S
AOU084CC2002B,2200,UTC2000
AOU084CC2002B,2200,UTC3000
AOU084CC2002B,2200,MAXUM
AOU084CC2002B,2200,MAXUM-PLUS
AAW064MR3012A,2200,UTC1000S
AAW064MR3012A,2200,UTC2000
AAW064MR3006A,2200,UTC1000S
AAW064MR3006A,2200,UTC2000
AW064MR3010A,2200,UTC1000S
AW064MR3010A,2200,UTC2000
AAS063NW1019A,2200,MAXUM
AW064MR3002C,2200,UTC1000S
AW064MR3002C,2200,UTC2000
AAW056TH1012B,2200,UTC2000
AOK048TV1026B,2200,UTC1000S
AOK048TV1026B,2200,UTC2000
AOU084CC2004A,2200,UTC1000S
AOU084CC2004A,2200,MAXUM-PLUS
AOU084CC2004A,2200,MAXUM
AAW064MZ3022A,2200,UTC1000S
AAW064MZ3022A,2200,UTC2000
GA054NB1002A,2200,UTC1000S
ALW078ED2001A,2200,UTC1000S
ALW078ED2001A,2200,UTC2000
